,Word,Senses,Glosa,PoS,SynsetPoS
16134,bountiful,2,the bountiful earth,a,eng-30-01080900-a
16135,plentiful,3,a plentiful year,a,eng-30-01080900-a
16136,breeding,1,the breeding population,a,eng-30-01081068-a
16137,fat,5,fertile farmland,a,eng-30-01081340-a
16138,fertile,4,a fat land,a,eng-30-01081340-a
16139,productive,4,a productive vineyard,a,eng-30-01081340-a
16140,rich,4,rich soil,a,eng-30-01081340-a
16141,generative,2,the reproductive potential of a species is its relative capacity to reproduce itself under optimal conditions,a,eng-30-01081592-a
16142,procreative,1,the reproductive or generative organs,a,eng-30-01081592-a
16143,prolific,2,flying foxes are extremely prolific,a,eng-30-01082115-a
16144,fertile,3,a prolific pear tree,a,eng-30-01082115-a
16145,abortive,1,an abortive revolt,a,eng-30-01082714-a
16146,stillborn,1,a stillborn plot to assassinate the President,a,eng-30-01082714-a
16147,childless,1,in some societies a childless woman is rejected by her tribesmen,a,eng-30-01082998-a
16148,full,1,a full glass,a,eng-30-01083157-a
16149,afloat,3,the main deck was afloat (or awash),a,eng-30-01083754-a
16150,awash,1,the monsoon left the whole place awash,a,eng-30-01083754-a
16151,flooded,1,a flooded bathroom,a,eng-30-01083754-a
16152,inundated,1,inundated farmlands,a,eng-30-01083754-a
16153,overflowing,1,an overflowing tub,a,eng-30-01083754-a
16154,brimful,1,a brimful cup,a,eng-30-01084091-a
16155,brimfull,1,I am brimful of chowder,a,eng-30-01084091-a
16156,brimming,1,a child brimming over with curiosity,a,eng-30-01084091-a
16157,chockablock,1,chowder chockablock with pieces of fish,a,eng-30-01084297-a
16158,filled,1,theirs was a house filled with laughter,a,eng-30-01084644-a
16159,fraught,2,words fraught with meaning,a,eng-30-01084900-a
16160,pregnant,3,an incident fraught with danger,a,eng-30-01084900-a
16161,glutted,1,a glutted market,a,eng-30-01085167-a
16162,heavy,22,trees heavy with fruit,a,eng-30-01085268-a
16163,weighed_down,1,vines weighed down with grapes,a,eng-30-01085268-a
16164,instinct,1,imbued with the spirit of the Reformation,a,eng-30-01085442-a
16165,replete,2,words instinct with love,a,eng-30-01085442-a
16166,laden,1,a tray loaded with dishes,a,eng-30-01085661-a
16167,loaded,1,table laden with food,a,eng-30-01085661-a
16168,ladened,1,`ladened' is not current usage,a,eng-30-01085661-a
16169,riddled,2,cities riddled with corruption,a,eng-30-01085937-a
16170,stuffed,1,a stuffed turkey,a,eng-30-01086118-a
16171,stuffed,2,a full stomach,a,eng-30-01086213-a
16172,untouched,1,an untouched cocktail in her hand,a,eng-30-01086339-a
16173,well-lined,1,a well-lined purse,a,eng-30-01086453-a
16174,empty,1,an empty glass,a,eng-30-01086545-a
16175,bare,9,the bare walls,a,eng-30-01086915-a
16176,stripped,2,the cupboard was bare,a,eng-30-01086915-a
16177,blank,1,blank pages,a,eng-30-01087093-a
16178,clean,12,fill in the blank spaces,a,eng-30-01087093-a
16179,white,8,a clean page,a,eng-30-01087093-a
16180,glassy,2,empty eyes,a,eng-30-01087388-a
16181,glazed,1,a glassy stare,a,eng-30-01087388-a
16182,lifeless,2,after the dance the littered and lifeless ballroom echoed hollowly,a,eng-30-01087557-a
16183,looted,1,the robbers left the looted train,a,eng-30-01087757-a
16184,pillaged,1,people returned to the plundered village,a,eng-30-01087757-a
16185,vacant,2,the throne is never vacant,a,eng-30-01087977-a
16186,vacant,1,a vacant mind,a,eng-30-01088164-a
16187,vacuous,3,a vacuous space,a,eng-30-01088262-a
16188,void,2,"the earth was without form, and void",a,eng-30-01088351-a
16189,drained,1,a drained marsh,a,eng-30-01088478-a
16190,empty,4,after the violent argument he felt empty,a,eng-30-01088749-a
16191,exhausted,3,the day's events left her completely exhausted--her strength drained,a,eng-30-01088881-a
16192,undrained,1,preserve wetlands; keep them undrained,a,eng-30-01089027-a
16193,full-time,1,a full-time job,a,eng-30-01089136-a
16194,regular,13,regular students,a,eng-30-01089275-a
16195,part-time,1,part-time employees,a,eng-30-01089369-a
16196,parttime,1,a part-time job,a,eng-30-01089369-a
16197,half-time,1,he had two years of half-time training,a,eng-30-01089616-a
16198,irregular,7,an irregular worker,a,eng-30-01089775-a
16199,temporary,2,employed on a temporary basis,a,eng-30-01089775-a
16200,odd-job,1,found only odd-job employment,a,eng-30-01089949-a
16201,underemployed,1,migrants are likely to be poor and underemployed,a,eng-30-01090061-a
16202,functional,1,a style of writing in which every word is functional,a,eng-30-01090308-a
16203,structural,3,the structural details of a house such as beams and joists and rafters; not ornamental elements,a,eng-30-01090593-a
16204,utilitarian,1,utilitarian steel tables,a,eng-30-01090820-a
16205,cosmetic,1,cosmetic fenders on cars,a,eng-30-01091234-a
16206,decorative,1,the buildings were utilitarian rather than decorative,a,eng-30-01091234-a
16207,functioning,1,a functioning flashlight,a,eng-30-01091556-a
16208,running,6,in running (or working) order,a,eng-30-01091728-a
16209,operative,4,a functional set of brakes,a,eng-30-01091728-a
16210,up,7,how soon will the computers be up?,a,eng-30-01091995-a
16211,malfunctioning,1,a malfunctioning valve,a,eng-30-01092142-a
16212,amiss,1,something is amiss,a,eng-30-01092371-a
16213,awry,2,has gone completely haywire,a,eng-30-01092371-a
16214,haywire,2,something is wrong with the engine,a,eng-30-01092371-a
16215,bad,14,a bad telephone connection,a,eng-30-01092572-a
16216,defective,3,a defective appliance,a,eng-30-01092572-a
16217,out_of_whack,1,the front wheel of my bicycle is out of whack,a,eng-30-01092727-a
16218,run-down,2,a run-down watch,a,eng-30-01092889-a
16219,functional,2,functional deafness,a,eng-30-01092989-a
16220,organic,3,an organic disease,a,eng-30-01093142-a
16221,equipped,1,a well equipped playground,a,eng-30-01094049-a
16222,equipt,1,a ship equipped with every mechanical aid to navigation,a,eng-30-01094049-a
16223,accoutered,1,troops accoutered for battle,a,eng-30-01094398-a
16224,accoutred,1,properly accoutered for the trip,a,eng-30-01094398-a
16225,outfitted,2,children properly outfitted for school,a,eng-30-01094855-a
16226,prepared,3,graduates well equipped to handle such problems,a,eng-30-01095085-a
16227,visored,1,"their spic, red-visored caps",a,eng-30-01095406-a
16228,unequipped,1,guerrillas unequipped for a pitched battle,a,eng-30-01095555-a
16229,ill-equipped,1,the school was ill-equipped,a,eng-30-01095785-a
16230,fledgling,1,a fledgling robin,a,eng-30-01096123-a
16231,unfledged,1,a small unfledged sparrow on the window sill,a,eng-30-01096471-a
16232,unfeathered,2,the unfeathered brood,a,eng-30-01096648-a
16233,framed,1,there were framed snapshots of family and friends on her desk,a,eng-30-01096750-a
16234,unframed,1,unframed pictures,a,eng-30-01096889-a
16235,furnished,1,a furnished apartment,a,eng-30-01096990-a
16236,equipped,2,a completely furnished toolbox,a,eng-30-01096990-a
16237,appointed,4,a house that is beautifully appointed,a,eng-30-01097315-a
16238,fitted_out,2,a well outfitted expedition to the South Pole,a,eng-30-01097484-a
16239,stocked,1,rivers well stocked with fish,a,eng-30-01097690-a
16240,stocked_with,1,a well-stocked store,a,eng-30-01097690-a
16241,volumed,3,a large room volumed with ancient books,a,eng-30-01097847-a
16242,well-appointed,1,a well-appointed kitchen,a,eng-30-01097966-a
16243,well-found,1,a well-appointed apartment,a,eng-30-01097966-a
16244,unfurnished,1,an unfurnished apartment,a,eng-30-01098154-a
16245,funded,1,well-funded research,a,eng-30-01098293-a
16246,unfunded,1,an unfunded project,a,eng-30-01098390-a
16247,clean-burning,1,natural gas is a clean-burning fuel,a,eng-30-01098678-a
16248,coal-fired,1,a coal-fired ship,a,eng-30-01098826-a
16249,wood-fired,1,a wood-burning stove',a,eng-30-01098941-a
16250,oil-fired,1,an oil-fired furnace,a,eng-30-01099134-a
16251,unfed,2,a grudge that remained unfed,a,eng-30-01099435-a
16252,specified,1,meals are at specified times,a,eng-30-01099536-a
16253,mere,1,a mere child,a,eng-30-01099707-a
16254,nominative,2,nominative shares of stock,a,eng-30-01099810-a
16255,specific,2,needed a specific amount,a,eng-30-01099951-a
16256,unspecified,1,threatened unspecified reprisals,a,eng-30-01100082-a
16257,back-geared,1,a back-geared lathe,a,eng-30-01100394-a
16258,double-geared,1,the double-geared lifting mechanism of a crane,a,eng-30-01100595-a
16259,engaged,5,the gears are engaged,a,eng-30-01100817-a
16260,meshed,2,meshed gears,a,eng-30-01100817-a
16261,intermeshed,2,intermeshed twin rotors,a,eng-30-01100817-a
16262,in_gear,1,the car is in gear,a,eng-30-01101022-a
16263,ungeared,1,the machine's ungeared pinion,a,eng-30-01101118-a
16264,out_of_gear,1,threw the machine's pinion out of gear,a,eng-30-01101264-a
16265,general,1,the general public,a,eng-30-01101391-a
16266,broad,3,a broad rule,a,eng-30-01101891-a
16267,unspecific,1,the broad outlines of the plan,a,eng-30-01101891-a
16268,generic,3,is there a generic Asian mind?,a,eng-30-01102164-a
16269,gross,2,the gross details of the structure appear reasonable,a,eng-30-01102308-a
16270,overall,1,the overall pattern of his life,a,eng-30-01102451-a
16271,pandemic,2,pandemic fear of nuclear war,a,eng-30-01102568-a
16272,universal,2,the play opened to universal acclaim,a,eng-30-01102674-a
16273,widespread,1,a widespread doctrine,a,eng-30-01102876-a
16274,specific,1,rules with specific application,a,eng-30-01103021-a
16275,ad_hoc,2,a coordinated policy instead of ad hoc decisions,a,eng-30-01103529-a
16276,circumstantial,1,a circumstantial report about the debate,a,eng-30-01103676-a
16277,limited,6,a special (or specific) role in the mission,a,eng-30-01103844-a
16278,particular,1,the particular demands of the job,a,eng-30-01104026-a
16279,peculiar,2,has a particular preference for Chinese art,a,eng-30-01104026-a
16280,special,1,a peculiar bond of sympathy between them,a,eng-30-01104026-a
16281,particular,2,interested in one particular artist,a,eng-30-01104460-a
16282,particularized,1,particularized thinking as distinct from stereotyped sloganeering,a,eng-30-01104709-a
16283,proper,3,the city proper,a,eng-30-01104889-a
16284,unique,2,a species unique to Australia,a,eng-30-01105042-a
16285,specific,4,quinine is highly specific for malaria,a,eng-30-01105233-a
16286,nonspecific,1,nonspecific enteritis,a,eng-30-01105620-a
16287,national,3,the national government,a,eng-30-01105840-a
16288,federal,1,the Federal Bureau of Investigation,a,eng-30-01106129-a
16289,local,1,local taxes,a,eng-30-01106405-a
16290,cosmopolitan,1,a cosmopolitan herb,a,eng-30-01106614-a
16291,widely_distributed,1,cosmopolitan in distribution,a,eng-30-01106614-a
16292,endemic,2,the islands have a number of interesting endemic species,a,eng-30-01106815-a
16293,branchiate,1,a gilled tadpole,a,eng-30-01106989-a
16294,federal,4,a federal system like that of the United States,a,eng-30-01107206-a
16295,unitary,3,a unitary as opposed to a federal form of government,a,eng-30-01107521-a
16296,centralized,1,centralized control of emergency relief efforts,a,eng-30-01107751-a
16297,centralised,1,centralized government,a,eng-30-01107751-a
16298,decentralized,1,a decentralized school administration,a,eng-30-01107973-a
16299,localized,2,a decentralized and localized political authority,a,eng-30-01108276-a
16300,redistributed,1,redistributed industries,a,eng-30-01108427-a
16301,suburbanized,1,a highly suburbanized city,a,eng-30-01108586-a
16302,technical,2,a technical problem,a,eng-30-01108716-a
16303,nontechnical,1,nontechnical aspects of the job,a,eng-30-01109096-a
16304,untechnical,1,nontechnical training,a,eng-30-01109096-a
16305,nonproprietary,1,nonproprietary products are in the public domain and anyone can produce or distribute them,a,eng-30-01109359-a
16306,generic,2,`Acetaminophen' is the generic form of the proprietary drug `Tylenol',a,eng-30-01109599-a
16307,unpatented,1,unpatented inventions,a,eng-30-01109782-a
16308,proprietary,1,`Tylenol' is a proprietary drug of which `acetaminophen' is the generic form,a,eng-30-01109914-a
16309,branded,1,branded merchandise is that bearing a standard brand name,a,eng-30-01110251-a
16310,copyrighted,1,permission to publish copyright material,a,eng-30-01110470-a
16311,patented,1,they are patented inventions,a,eng-30-01110686-a
16312,trademarked,1,trademarked goods,a,eng-30-01110819-a
16313,generous,1,a generous donation,a,eng-30-01111016-a
16314,big,12,was a big tipper,a,eng-30-01111418-a
16315,bighearted,1,the bounteous goodness of God,a,eng-30-01111418-a
16316,bounteous,1,bountiful compliments,a,eng-30-01111418-a
16317,bountiful,1,a freehanded host,a,eng-30-01111418-a
16318,freehanded,2,a handsome allowance,a,eng-30-01111418-a
16319,handsome,2,Saturday's child is loving and giving,a,eng-30-01111418-a
16320,giving,1,a liberal backer of the arts,a,eng-30-01111418-a
16321,liberal,4,a munificent gift,a,eng-30-01111418-a
16322,openhanded,1,her fond and openhanded grandfather,a,eng-30-01111418-a
16323,lavish,1,distributed gifts with a lavish hand,a,eng-30-01111965-a
16324,munificent,1,the critics were lavish in their praise,a,eng-30-01111965-a
16325,overgenerous,1,a munificent gift,a,eng-30-01111965-a
16326,too-generous,1,his father gave him a half-dollar and his mother a quarter and he thought them munificent,a,eng-30-01111965-a
16327,unsparing,1,prodigal praise,a,eng-30-01111965-a
16328,unstinted,1,unsparing generosity,a,eng-30-01111965-a
16329,unstinting,1,his unstinted devotion,a,eng-30-01111965-a
16330,stingy,1,she practices economy without being stingy,a,eng-30-01112573-a
16331,ungenerous,2,an ungenerous response to the appeal for funds,a,eng-30-01112573-a
16332,cheeseparing,1,our cheeseparing administration,a,eng-30-01113225-a
16333,close,14,very close (or near) with his money,a,eng-30-01113225-a
16334,near,4,a penny-pinching miserly old man,a,eng-30-01113225-a
16335,grudging,2,a niggardly tip,a,eng-30-01113636-a
16336,mean,6,a mean person,a,eng-30-01113807-a
16337,mingy,1,he left a miserly tip,a,eng-30-01113807-a
16338,parsimonious,1,parsimonious thrift relieved by few generous impulses,a,eng-30-01114116-a
16339,penurious,2,lived in a most penurious manner--denying himself every indulgence,a,eng-30-01114116-a
16340,generous,2,unusually generous in his judgment of people,a,eng-30-01114434-a
16341,big,11,a heart big enough to hold no grudges,a,eng-30-01114658-a
16342,large,4,that's very big of you to be so forgiving,a,eng-30-01114658-a
16343,magnanimous,2,a large and generous spirit,a,eng-30-01114658-a
16344,ungrudging,1,ungrudging admiration,a,eng-30-01114973-a
16345,ungenerous,1,it seems ungenerous to end this review of a splendid work of scholarship on a critical note- Times Litt. Sup.,a,eng-30-01115081-a
16346,meanspirited,1,a meanspirited man unwilling to forgive,a,eng-30-01115081-a
16347,genuine,1,a genuine Picasso,a,eng-30-01115349-a
16348,echt,1,genuine leather,a,eng-30-01115349-a
16349,authentic,2,an authentic signature,a,eng-30-01115635-a
16350,bona_fide,2,a bona fide manuscript,a,eng-30-01115635-a
16351,unquestionable,2,an unquestionable antique,a,eng-30-01115635-a
16352,veritable,2,photographs taken in a veritable bull ring,a,eng-30-01115635-a
16353,good,19,a good dollar bill,a,eng-30-01116026-a
16354,honest-to-god,1,a real honest-to-god live cowboy,a,eng-30-01116118-a
16355,honest-to-goodness,1,had us a high old time,a,eng-30-01116118-a
16356,old,6,went upriver to look at a sure-enough fish wheel,a,eng-30-01116118-a
16357,counterfeit,1,counterfeit emotion,a,eng-30-01116380-a
16358,imitative,3,counterfeit money,a,eng-30-01116380-a
16359,assumed,1,an assumed name,a,eng-30-01116857-a
16360,false,9,an assumed cheerfulness,a,eng-30-01116857-a
16361,fictitious,2,a fictitious address,a,eng-30-01116857-a
16362,fictive,1,fictive sympathy,a,eng-30-01116857-a
16363,pretended,1,a pretended interest,a,eng-30-01116857-a
16364,put_on,1,a put-on childish voice,a,eng-30-01116857-a
16365,sham,1,sham modesty,a,eng-30-01116857-a
16366,bad,13,like a bad penny...,a,eng-30-01117226-a
16367,forged,1,a forged twenty dollar bill,a,eng-30-01117226-a
16368,base,7,an attempt to eliminate the base coinage,a,eng-30-01117362-a
16369,inauthentic,1,a spurious work of art,a,eng-30-01117677-a
16370,mock,1,boys in mock battle,a,eng-30-01117823-a
16371,ostensible,2,"His ostensible purpose was charity, his real goal popularity",a,eng-30-01117942-a
16372,pinchbeck,1,pinchbeck heroism,a,eng-30-01118118-a
16373,pseudo,1,a pseudo esthete,a,eng-30-01118232-a
16374,synthetic,6,counterfeit rhetoric that flourishes when passions are synthetic- George Will,a,eng-30-01118409-a
